Phases:
0,Not indexed,0
2,Iron,60696
1,Iron,310619
Map Size:
X,256
Y,192
Data:
K,Cluster Size,Phase,Euler1,Euler2,Euler3,Index Quality,Pattern Quality,IPF x-coordinate,IPF y-coordinate,Kernel Average Misorientation,GND Density,Channelling Fraction
ksor-02,6,9,26.217110198033886,0.8971264830878325
twin-013,1,8,26.23277158878802,0.8970056938770916
twin-001,1,10,26.234449453936122,0.8969927492885541
twin-112,3,16,26.24984914877654,0.8968739060095923
twin-133,14,16,26.254068105576792,0.8968413359627021
twin-133,4,11,26.25562682847333,0.8968293015024604
twin-112,5,15,26.260465738982894,0.896791937409396
twin-123,4,17,26.298363637316154,0.8964990840940741
twin-233,2,19,26.329083994932937,0.8962614068755124
twin-013,3,19,26.337608811016946,0.8961954064178266
twin-133,1,2,26.370426613097194,0.8959411406835764
twin-013,2,14,26.376031498867913,0.8958976857656471
twin-013,4,7,26.380153676859564,0.8958657208728966
twin-223,1,18,26.393271942606834,0.8957639661294945
twin-023,7,13,26.394576180827652,0.8957538469494699
twin-111,4,10,26.4351326052158,0.8954389506302547
twin-012,6,13,26.442762343653868,0.8953796601400554
twin-113,8,19,26.449948696142677,0.8953238006697575
twin-123,6,17,26.451692683736674,0.895310242541894
twin-112,3,18,26.477489317142805,0.8951095971924174
twin-012,7,13,26.529300240719394,0.8947060654238739
twin-113,10,18,26.5478815207694,0.8945611660097186
twin-122,4,18,26.59269093855426,0.8942113489312489
twin-123,7,17,26.596141011810396,0.8941843923036097
twin-223,10,17,26.601578617711265,0.8941418998072583
twin-012,6,14,26.621580022733475,0.89398552834164
twin-123,1,13,26.637622744077873,0.8938600272243478
twin-001,3,17,26.6648510250974,0.8936468618375746
twin-012,1,3,26.67709789132542,0.8935509174873082
twin-011,4,13,26.684738365808144,0.8934910398329423
twin-011,11,14,26.704925639362123,0.8933327576902745
twin-112,2,18,26.710082483336254,0.8932923066946177
twin-112,1,19,26.718169495687413,0.8932288564819835
twin-023,10,17,26.74915447036162,0.8929855855408739
twin-233,12,15,26.75127881376109,0.8929688972117658
twin-233,12,14,26.78093943297544,0.8927357623330257
twin-122,11,17,26.82180080589245,0.8924141968136099
twin-122,19,20,26.87011185640463,0.8920334192472275
twin-123,6,15,26.89803230555136,0.8918130669299735
twin-122,10,17,26.921442229450385,0.8916281491235636
twin-122,11,20,26.92558499801178,0.8915954093940814
twin-223,3,12,26.958396451758325,0.8913359403494843
twin-013,6,14,26.970267923538326,0.8912419901554507
twin-123,12,17,26.981422596743936,0.8911536778012961
twin-111,11,17,26.98676324611737,0.8911113835366431
twin-122,13,16,26.988284907632266,0.8910993316082312
twin-112,6,17,26.991774613147484,0.8910716899202908
twin-012,4,15,27.017946376240108,0.8908642800557725
twin-123,6,20,27.02262591369128,0.8908271753740142
twin-012,6,20,27.031577215028012,0.8907561827472321
twin-113,8,14,27.049701788744258,0.8906123704682329
twin-023,2,11,27.054635373254534,0.8905732087346296
twin-012,4,18,27.064001682080658,0.8904988428207301
twin-113,17,18,27.06699670193087,0.8904750581660581
twin-112,2,6,27.099676276714888,0.8902153784425852
twin-122,6,19,27.10018978713651,0.8902112956545498
twin-122,6,12,27.106061946486737,0.8901646025560797
ksor-11,7,9,27.11009839602779,0.8901325008764127
twin-012,2,18,27.120134315737822,0.8900526665662152
twin-122,5,15,27.125947168750404,0.890006413660305
twin-013,7,11,27.147848784105136,0.8898320600997338
twin-112,10,18,27.162256486904813,0.8897172928965342
twin-113,5,18,27.178065402163618,0.8895912993455286
twin-013,10,14,27.18343986752324,0.8895484506214999
twin-122,11,13,27.199932687972687,0.8894169102968719
twin-122,3,19,27.20827036815676,0.88935038415481
twin-122,4,13,27.208810082058285,0.8893460771420441
twin-011,3,17,27.227133902210586,0.8891998029857886
nwor-04,7,9,27.244235879841145,0.8890632004191787
twin-111,2,14,27.24588180451217,0.8890500493671061
twin-012,1,10,27.246193999596713,0.889047554823988
twin-223,13,18,27.254532805630422,0.8889809152073407
twin-112,5,17,27.30491091680981,0.8885779177727189
twin-023,8,11,27.33646468770473,0.8883251548975133
twin-013,6,18,27.366549465910754,0.8880839085547505
twin-013,3,13,27.36852994739489,0.8880680187131664
twin-012,3,13,27.431201598584963,0.8875646422193493
twin-233,7,15,27.43970653382709,0.8874962490319853
twin-123,13,20,27.46989365455546,0.8872533387640074
nwor-04,2,9,27.489591969278703,0.8870946972123002
ksor-11,20,9,27.506887674698792,0.8869553187672841
twin-011,8,10,27.519555355175935,0.8868531842528682
nwor-04,20,9,27.52783176186968,0.8867864314335081
twin-023,1,12,27.531171618622295,0.8867594887961481
twin-112,5,10,27.531862554384702,0.8867539146385255
twin-122,7,13,27.57086186213665,0.8864390768057593
twin-112,1,5,27.580482594501063,0.8863613463571303
twin-023,11,19,27.58259738859228,0.8863442565845447
twin-122,1,2,27.592820593970174,0.8862616252469733
twin-112,11,18,27.610244197331507,0.8861207300648044
twin-133,3,17,27.612369757572232,0.8861035362094487
twin-233,1,14,27.615828635372186,0.8860755544169121
twin-111,14,16,27.620211942471922,0.8860400894935914
nwor-02,13,9,27.663192008293855,0.8856920671584598
twin-133,11,14,27.671140561270448,0.8856276507545426
twin-113,12,15,27.714953894029556,0.8852722742959316
twin-111,1,8,27.716644356037737,0.8852585523340046
twin-012,10,18,27.75271035046933,0.8849656107923707
twin-112,1,7,27.755350718759487,0.8849441509536276
twin-023,3,8,27.761450547266552,0.8848945668445636
twin-233,1,15,27.76647652522047,0.8848537042842315
nwor-02,15,9,27.825917307089167,0.884369918298485
twin-023,6,7,27.86397022780472,0.8840597074526955
twin-023,1,6,27.883722878124924,0.8838985283098597
twin-113,8,15,27.892537330880824,0.8838265695834528
twin-013,2,6,27.91787518904714,0.8836196019155578
twin-223,5,10,27.925660414737738,0.8835559750141606
twin-223,12,18,27.945480808662875,0.8833939137556746
twin-023,16,18,27.947545242735107,0.883377027851318
twin-023,5,15,27.95914840563087,0.8832820991976629
twin-113,7,15,27.9632705295691,0.8832483662519608
twin-233,13,15,27.97050183712711,0.8831891786011763
twin-111,15,20,27.97249680037975,0.8831728475169389
twin-113,4,19,27.974275159959674,0.8831582886819338
twin-133,1,3,27.982889659611875,0.8830877526123302
twin-133,7,13,27.99257330987473,0.8830084384369954
twin-013,13,14,27.99528109763129,0.8829862557221768
twin-223,8,13,28.014545169236857,0.8828283838449584
twin-112,7,12,28.020037603691822,0.8827833542592081
twin-111,4,14,28.03773821170912,0.8826381810734325
twin-011,1,11,28.050106422207005,0.8825366920464199
ksor-08,4,9,28.063375881687552,0.8824277619701513
twin-112,2,7,28.072790521558264,0.8823504477193225
twin-023,4,11,28.08890448345469,0.8822180624797318
twin-112,7,11,28.094978242315126,0.8821681450337222
twin-233,10,20,28.102845283926147,0.8821034746812411
twin-133,10,11,28.114473610733572,0.8820078545437744
twin-111,8,11,28.121279259884407,0.8819518745995298
twin-113,4,7,28.12977062862995,0.8818820113014003
twin-133,15,16,28.133420083694045,0.8818519792170347
twin-012,11,12,28.150338292589666,0.881712709209576
twin-223,6,7,28.18120051279949,0.8814584546476516
twin-012,10,14,28.199828634504925,0.8813048654094062
twin-123,3,6,28.20152763302431,0.8812908524964391
ksor-02,3,9,28.21123293844359,0.881210790719182
twin-123,4,13,28.214129527598015,0.8811868910462566
twin-133,16,20,28.230564674347946,0.8810512424879389
twin-023,2,13,28.25057602862924,0.8808859795960764
twin-112,13,14,28.26220456297264,0.8807898964904828
twin-023,4,15,28.26428776043108,0.8807726798201141
ksor-02,7,9,28.28081267414003,0.8806360677479996
twin-133,11,18,28.293370080505536,0.8805322062215133
twin-133,6,11,28.296414964303093,0.8805070158056303
twin-011,6,12,28.30906199584248,0.880402359916709
ksor-01,1,9,28.327210272876176,0.880252105539761
twin-133,3,19,28.34551209049519,0.8801004905212753
ksor-10,7,9,28.353723512343283,0.8800324366792913
twin-223,2,13,28.35499679106611,0.8800218825020911
ksor-02,14,9,28.39224093841526,0.8797129743881238
twin-113,5,13,28.39346712399955,0.879702797913978
twin-133,2,4,28.406496726732083,0.8795946365290066
twin-223,5,14,28.40983085039526,0.8795669519802403
twin-011,5,13,28.43032358355573,0.8793967272947683
twin-223,5,6,28.441724473175878,0.8793019761011369
twin-233,11,13,28.44177342675399,0.8793015691797501
twin-113,3,6,28.450630259578556,0.8792279371400058
twin-111,1,20,28.484933202919564,0.8789425584319397
ksor-10,20,9,28.518441719855673,0.8786634846573682
twin-011,14,15,28.51982191893382,0.8786519833030366
twin-112,15,16,28.52238472977259,0.8786306257594036
twin-233,6,15,28.524287805561915,0.8786147650729978
twin-011,8,17,28.534289632162,0.8785313915367663
twin-001,10,16,28.5459524843346,0.8784341381627296
twin-023,4,17,28.56272499315271,0.8782942129328277
twin-223,15,16,28.56546878178148,0.8782713156185014
twin-023,1,17,28.57110238106837,0.8782242961017008
twin-113,5,6,28.57399805880196,0.87820012470213
twin-223,6,8,28.57563796717204,0.8781864347252104
twin-012,3,8,28.580960784276623,0.8781419948200182
twin-012,12,16,28.60996998141889,0.8778996654435951
twin-133,11,19,28.61945285440693,0.8778204011115971
twin-111,1,3,28.63084849231791,0.8777251167732318
twin-123,5,8,28.63626207405757,0.8776798390810188
twin-112,15,18,28.638424822900067,0.8776617482607019
twin-122,15,16,28.651253257610602,0.8775544161008468
twin-012,7,14,28.656569800402572,0.8775099210828419
twin-023,4,5,28.65956772999559,0.8774848275872471
twin-123,7,8,28.666943674487563,0.8774230786760446
twin-012,5,19,28.693759251509473,0.8771984652182871
twin-012,16,18,28.706025491924056,0.8770956563080987
ksor-08,7,9,28.70924685105023,0.8770686499748002
twin-122,14,19,28.717969592315868,0.8769955087690193
twin-011,3,5,28.71864142743759,0.876989874509853
twin-113,2,13,28.740081592728007,0.8768100059899173
twin-123,1,6,28.7440620377142,0.8767765992286769
twin-113,4,11,28.749366206419925,0.8767320762480972
twin-123,3,13,28.81089977391016,0.8762150168416281
twin-023,3,20,28.82296982960328,0.8761134749880135
twin-122,12,14,28.826069167643833,0.8760873948883483
twin-113,1,4,28.82973441098125,0.8760565495387711
twin-233,10,17,28.844355638966412,0.875933466948642
twin-123,18,20,28.84607965329517,0.8759189503075129
twin-122,14,18,28.857403817972806,0.8758235782356021
twin-122,2,13,28.953943537926467,0.8750091323926865
twin-013,3,8,28.968039244038525,0.8748900077578734
twin-123,8,15,28.97648013059931,0.8748186473851174
twin-123,4,6,28.986051406690848,0.8747377075787375
twin-133,11,15,28.997429546578946,0.8746414562128428
twin-113,12,14,29.05474058143025,0.8741561192853331
twin-023,2,8,29.0969253412246,0.8737983199534773
ksor-02,11,9,29.11395380517284,0.8736537550817862
twin-011,1,8,29.1209721001442,0.8735941500970865
twin-133,18,20,29.12489000764535,0.8735608703860318
twin-233,15,19,29.12868070695809,0.8735286673260676
twin-223,7,19,29.14084910912551,0.8734252674807159
twin-023,12,17,29.141392038920035,0.8734206530680653
twin-013,7,8,29.177440417273555,0.873114098972718
twin-023,13,14,29.184131107971634,0.8730571635523376
twin-012,2,6,29.19227403955402,0.8729878540119591
nwor-03,10,9,29.19320870057792,0.87297989740422
twin-133,14,19,29.204235753591423,0.872886008470459
nwor-02,2,9,29.22173277097473,0.8727369652073054
twin-223,18,19,29.22713300283385,0.8726909484629755
twin-023,2,20,29.258666950768283,0.8724220849061903
nwor-01,4,9,29.32160762211724,0.8718846524816233
twin-113,6,15,29.376986275227537,0.8714109198252025
twin-013,11,19,29.391475199556222,0.8712868410020804
twin-133,2,6,29.397540586623823,0.8712348822929867
twin-113,8,11,29.404252654458254,0.871177372458408
twin-023,5,19,29.40883168380811,0.8711381319033622
twin-113,11,20,29.41472140254327,0.8710876510536036
twin-223,13,14,29.422359360030615,0.87102217232025
twin-113,1,10,29.43585178891602,0.8709064665132065
twin-123,13,17,29.44164999731797,0.8708567285026434
nwor-02,6,9,29.443761703436014,0.8708386117154987
twin-112,4,14,29.462430978514362,0.8706783924790873
twin-113,15,16,29.503815204462594,0.8703229045696814
twin-011,4,18,29.55129119242486,0.8699145295923632
ksor-02,2,9,29.560161194316446,0.8698381661246641
ksor-02,10,9,29.561434670584518,0.8698272008232828
twin-113,13,17,29.58723829444389,0.8696049254754472
twin-013,7,20,29.591501596548795,0.8695681839276765
ksor-11,15,9,29.59764859732844,0.8695152000082247
twin-023,12,14,29.676310044266152,0.8688362963532232
twin-133,4,7,29.69160368926361,0.8687041112431504
twin-012,10,11,29.708646879693415,0.8685567316482103
twin-012,10,15,29.71159655754044,0.8685312167485748
twin-133,6,8,29.72519663061765,0.8684135454843365
twin-023,15,18,29.7260616902596,0.8684060591148637
twin-133,6,19,29.734975250467087,0.8683289081596584
twin-133,12,15,29.738907690507098,0.8682948644049231
ksor-03,10,9,29.74612444920333,0.868232377143902
twin-023,4,6,29.75009570203341,0.8681979856497721
twin-023,10,18,29.76966032040727,0.86802849297747
ksor-05,2,9,29.8033150832577,0.8677366974414782
twin-113,2,4,29.82128248832128,0.8675807927818575
ksor-11,14,9,29.82488648197261,0.8675495103574138
twin-001,3,7,29.849338002728448,0.8673371821500568
ksor-15,16,9,29.8683825226916,0.8671716969608911
twin-113,3,17,29.888709270353548,0.8669949642999728
twin-113,3,15,29.917102130203965,0.8667479174712498
twin-133,4,8,29.91931132356821,0.8667286863109402
twin-011,1,3,29.928167553727654,0.866651579361492
twin-123,2,11,29.96023530143501,0.8663722076451195
twin-112,4,7,29.96922604449903,0.8662938322780718
twin-011,8,13,29.983487665191564,0.8661694651228831
twin-112,1,13,29.989575175791277,0.8661163632022886
twin-011,12,20,30.00219842443891,0.8660062182745383
twin-012,2,17,30.020241131433117,0.8658487125530003
twin-133,10,17,30.02146248258162,0.8658380475358163
twin-133,1,10,30.07371397181134,0.8653814114765517
twin-112,3,17,30.104384686889475,0.8651130388124342
twin-011,5,17,30.1641803404627,0.8645891065181504
twin-023,6,12,30.173259412561023,0.8645094729078258
twin-111,6,20,30.176230526746174,0.8644834082012023
twin-012,7,15,30.20076175756167,0.8642681141378163
twin-112,7,17,30.219239657795185,0.8641058414578455
twin-012,10,17,30.22514186714,0.8640539893928534
ksor-03,1,9,30.226723083051155,0.8640400965441373
twin-113,10,16,30.26227933942163,0.8637275190958982
twin-013,17,20,30.278516099480697,0.8635846700059115
twin-122,8,10,30.333805899930322,0.8630977167996092
twin-123,5,11,30.35494589427291,0.8629113183536035
twin-223,4,16,30.383841431112327,0.8626563466634691
twin-012,16,19,30.38779742187676,0.8626214222699671
twin-223,7,16,30.40244388826361,0.8624920841107275
twin-133,2,15,30.41257109708772,0.8624026210800042
twin-023,2,19,30.42001259108671,0.862336866287212
twin-113,7,20,30.444911824798545,0.8621167450389624
twin-233,4,13,30.450464159670943,0.8620676375151728
twin-123,2,8,30.561940378313476,0.8610799758360363
twin-233,13,14,30.579087960765307,0.8609277616091882
twin-023,7,14,30.58219435773738,0.860900178753665
twin-013,7,16,30.625730125990035,0.8605133422339792
nwor-06,16,9,30.66571236917666,0.8601576428583719
twin-133,4,10,30.67291637011934,0.8600935084025645
twin-012,8,16,30.677989239279466,0.860048338436594
twin-023,5,13,30.695127983806724,0.8598956813431309
twin-113,14,18,30.70581358876158,0.859800464287571
twin-011,14,16,30.716225126898852,0.8597076606158307
twin-123,4,16,30.739633224598606,0.859498907922776
twin-123,12,20,30.739740072809834,0.8594979547247852
twin-013,6,13,30.746003442452146,0.8594420736823098
ksor-09,16,9,30.749417927330374,0.8594116057268062
twin-012,1,16,30.75530479175262,0.859359069194322
twin-011,3,10,30.764187764615897,0.8592797771213236
twin-113,7,16,30.769883936201357,0.8592289205210788
twin-122,10,20,30.80787090153597,0.8588895478863092
twin-122,4,5,30.826039515306086,0.858727097407334
twin-113,14,17,30.829194563573925,0.8586988784695522
twin-233,3,19,30.86748311766596,0.8583562158735865
twin-112,15,20,30.868537724869256,0.8583467722638662
twin-011,2,4,30.890342210227423,0.858151456164888
twin-223,3,10,30.891022368428757,0.8581453615732508
twin-111,1,4,30.936228092407582,0.8577400223430331
twin-011,1,5,30.939822664464092,0.8577077685252976
twin-133,11,13,30.94087400765544,0.857698334265862
twin-023,2,5,30.947402477546763,0.8576397443825889
twin-011,5,20,30.95319355378859,0.8575877629340021
twin-001,2,8,30.98741222676378,0.8572804328951931
twin-112,14,15,30.997262392312386,0.8571919083808006
nwor-03,1,9,30.997597943303322,0.857188892301131
twin-012,11,15,31.004741775894825,0.8571246734207576
twin-122,5,20,31.011659858198897,0.8570624712036772
twin-112,13,19,31.029655533082433,0.856900609043844
twin-112,6,18,31.033617654391353,0.8568649603749057
twin-113,10,19,31.035107255652953,0.8568515568222779
twin-111,13,18,31.054177573066344,0.8566799093976538
twin-023,1,20,31.06629611466051,0.8565707839480914
ksor-09,4,9,31.067040184420456,0.8565640824751044
twin-123,10,12,31.06733515534199,0.8565614257760681
twin-111,12,14,31.069053406852927,0.8565459496395453
twin-011,15,18,31.079125021317573,0.8564552200249564
twin-001,16,17,31.087252270498947,0.8563819868298925
twin-013,6,8,31.091883024771672,0.8563402522217369
ksor-08,20,9,31.096916530619698,0.8562948814759592
twin-233,4,5,31.106448343821388,0.8562089460213715
twin-013,13,18,31.107441551964406,0.8561999902449766
ksor-05,3,9,31.110890359368604,0.8561688902863642
twin-113,5,8,31.116952308906324,0.8561142185444881
twin-013,2,13,31.13044350326531,0.8559925092495124
twin-112,7,20,31.15197183943386,0.8557981954935807
twin-122,1,15,31.15348165375589,0.8557845634459149
twin-001,3,4,31.157656616856908,0.8557468647926514
twin-012,14,18,31.200524391343855,0.8553595189573233
twin-123,16,20,31.234436760008546,0.8550527533983958
ksor-09,15,9,31.261246002947832,0.8548100295050096
twin-113,5,15,31.265578395110484,0.8547707875892954
twin-113,4,14,31.277007504612893,0.8546672416182222
twin-023,5,6,31.2865260891465,0.8545809787532546
twin-112,4,18,31.300601274297794,0.8544533781398751
twin-111,4,19,31.318086816783342,0.8542947886239529
twin-023,12,19,31.329069076282334,0.8541951415845344
twin-011,4,14,31.4110268786072,0.8534505103838361
twin-013,16,18,31.414372108359046,0.8534200800490042
twin-011,6,8,31.42676260758624,0.8533073428546554
twin-023,5,16,31.430156408475906,0.8532764567821538
ksor-08,16,9,31.453921296837546,0.8530600950271088
twin-001,4,7,31.46040379307467,0.8530010512092878
twin-122,12,13,31.46516423911,0.8529576852011438
twin-011,4,11,31.47661504657754,0.8528533482112277
twin-012,1,15,31.476839669285077,0.8528513011627321
twin-122,5,8,31.492696118616593,0.8527067638597747
twin-023,7,17,31.50471392081927,0.8525971737146363
twin-023,14,16,31.547441180471242,0.8522072408022159
twin-011,8,11,31.556556920704217,0.852123988367556
twin-233,7,16,31.574506078402766,0.8519599988548907
twin-023,1,13,31.617144898753658,0.8515701011253587
twin-112,3,7,31.630288244804902,0.8514498206906824
twin-013,1,11,31.638579923223663,0.8513739169120351
twin-013,8,13,31.64065444529394,0.8513549235094244
twin-113,2,18,31.645801195978933,0.8513077973270171
twin-223,11,16,31.660808697520213,0.8511703420397871
twin-112,16,19,31.672777595955665,0.8510606757798889
ksor-12,2,9,31.67647516556852,0.8510267889098877
ksor-06,15,9,31.678410964343524,0.8510090466102531
twin-013,11,12,31.680199326402644,0.8509926547584652
twin-023,7,11,31.692821528582183,0.8508769380182464
nwor-05,7,9,31.725098168010266,0.8505808472224834
twin-113,4,8,31.757364131892025,0.8502845845657001
twin-233,7,13,31.773398582702313,0.8501372576354367
twin-122,15,19,31.812369118824673,0.8497789129916296
twin-233,7,18,31.825752009888028,0.8496557629891137
twin-023,3,10,31.860750511472293,0.8493334859968462
twin-111,11,19,31.879124141390417,0.8491641690841019
twin-123,3,4,31.894687196044014,0.8490206839108678
twin-123,13,16,31.897950755095028,0.8489905872490082
twin-223,11,20,31.89921114350106,0.8489789631633569
twin-233,8,19,31.90266633388523,0.8489470951422191
twin-233,3,11,31.916899995882357,0.8488157822270666
twin-113,5,16,31.93894672076581,0.8486122863489458
twin-011,6,19,31.941775210357733,0.8485861697042543
twin-012,2,12,31.954378885975185,0.8484697694808987
twin-223,1,5,31.997877904714677,0.8480677224858768
twin-122,4,11,31.9997114568229,0.848050764834176
twin-112,3,6,32.01216840985285,0.847935533405503
twin-223,2,16,32.021799367252534,0.8478464160093169
twin-013,1,17,32.02237349678283,0.8478411027041335
twin-013,11,18,32.03102741905513,0.847761004314916
twin-112,4,20,32.033370507846016,0.8477393139848113
twin-023,1,7,32.04242194975011,0.8476555100908358
twin-133,10,18,32.063373391525374,0.8474614474241964
twin-011,3,19,32.08170054083447,0.8472915993407
twin-223,5,15,32.09754198344793,0.8471447178577303
twin-112,5,19,32.12378066372951,0.846901290974529
twin-023,1,2,32.14572937811877,0.8466975274164921
twin-023,11,12,32.14594461618103,0.8466955286125244
nwor-04,14,9,32.18040115860904,0.8463753945750021
nwor-09,16,9,32.244419399780206,0.8457797916650749
twin-011,2,15,32.24984335911919,0.8457292805490646
twin-113,5,10,32.260994628428264,0.8456254095281937
twin-133,2,14,32.283762611794415,0.8454132325345274
twin-011,1,10,32.28863349778568,0.8453678229505173
twin-001,10,18,32.28930392198053,0.8453615723394772
nwor-02,7,9,32.313614272030584,0.8451348398303051
twin-133,8,15,32.318958161404424,0.8450849792001804
twin-111,1,15,32.328567780303466,0.8449952991079699
twin-023,17,18,32.347063441394646,0.8448226246774981
twin-113,2,12,32.353496133704745,0.8447625487966717
twin-123,12,19,32.358690707151545,0.8447140281228829
twin-013,4,15,32.370348550165964,0.8446051110576709
twin-112,1,6,32.37616164142493,0.8445507873590883
twin-111,2,4,32.37738898071281,0.8445393166857416
twin-133,8,13,32.384004886506126,0.8444774779693265
twin-112,4,17,32.40348599205629,0.8442953231444876
twin-012,12,18,32.41730366823485,0.8441660641017734
twin-122,3,11,32.45088712906778,0.8438516990897615
nwor-05,4,9,32.478391013455806,0.8435940272787601
twin-001,16,19,32.506121995543346,0.8433340310840378
twin-001,1,12,32.51639683917539,0.843237647505251
twin-113,14,20,32.54129631239509,0.8430039645299083
twin-011,2,13,32.54209669807943,0.8429964502233083
twin-122,4,6,32.54916211611693,0.8429301104204581
twin-113,11,12,32.55353879250495,0.8428890097702779
twin-122,3,17,32.560489030724064,0.8428237311164737
twin-223,4,20,32.592540663303716,0.8425225324280197
twin-012,8,17,32.60645347341866,0.8423917075611869
nwor-03,3,9,32.61470179700467,0.8423141235125016
ksor-10,2,9,32.63982885116111,0.842077669893394
twin-113,15,20,32.64389502331319,0.8420393906867014
twin-011,10,11,32.680000237742036,0.8416993078801516
twin-122,7,18,32.69598382517238,0.8415486482793257
twin-233,14,19,32.699372085502716,0.8415167024832013
twin-112,4,8,32.70304131654475,0.8414821042702121
twin-122,6,11,32.731062100520695,0.8412177746080982
twin-011,4,20,32.76428758373719,0.8409040865128472
twin-023,3,18,32.78100526162341,0.8407461447994762
twin-012,11,16,32.78152385816446,0.8407412441689337
twin-001,12,16,32.78358152708821,0.8407217989424303
twin-023,3,5,32.78464607144619,0.8407117384406286
twin-122,3,8,32.80382319071804,0.8405304549165669
nwor-04,15,9,32.81467587114161,0.8404278215511385
twin-122,8,19,32.81835155190145,0.8403930539491289
twin-011,8,18,32.820674437128375,0.8403710804127664
twin-113,13,15,32.83435621687815,0.8402416283919176
twin-233,10,14,32.85057039016668,0.8400881537506883
twin-012,7,8,32.86506550362118,0.839950893848445
twin-113,7,10,32.87773112119206,0.8398309141489271
twin-023,2,7,32.89507352304965,0.8396665653315396
twin-011,1,20,32.901970082280656,0.8396011872983931
twin-112,6,19,32.933487098264514,0.8393022573429931
twin-122,10,11,32.94468886992724,0.8391959505405235
twin-112,11,14,32.9501457831124,0.839144151845828
twin-111,6,18,32.962501433052154,0.8390268400964107
nwor-03,11,9,32.97011015373022,0.8389545790507549
twin-223,6,14,32.995423673163586,0.8387140666633941
twin-112,13,17,32.99650614820926,0.8387037780481998
ksor-09,18,9,33.0008948371991,0.8386620617494507
twin-112,8,18,33.06267303025515,0.8380743125195391
twin-112,1,11,33.07256436018325,0.8379801172604371
twin-233,1,2,33.07810062266549,0.8379273844619506
twin-233,6,11,33.09071512659404,0.8378072023233623
twin-233,6,14,33.092557938886216,0.8377896419016024
twin-023,5,17,33.10390759196187,0.8376814703297808
twin-122,6,7,33.12964806665304,0.8374360205349793
twin-122,3,12,33.13007547633464,0.8374319435183857
twin-133,5,7,33.15031474055376,0.8372388299309299
twin-133,13,19,33.15816568262576,0.8371638917922004
twin-011,16,20,33.200994872022015,0.8367548055586698
twin-023,2,3,33.223450593736864,0.8365401311872178
twin-012,8,11,33.26432773636341,0.8361490201113284
twin-112,8,10,33.28007051465447,0.8359982802299464
twin-233,5,7,33.29970435327177,0.8358101943197322
twin-133,6,7,33.329374465266994,0.8355257778965572
twin-011,5,6,33.33477288780389,0.83547400475524
twin-233,5,15,33.33904226341416,0.8354330543962121
twin-112,6,12,33.3476346609135,0.8353506250598821
twin-111,6,10,33.37106310243392,0.8351257738502165
twin-112,5,18,33.386498555791604,0.8349775579275192
twin-011,6,15,33.40038808913968,0.8348441345996913
twin-011,12,13,33.40071575588256,0.8348409864294817
twin-233,15,16,33.40506223015061,0.8347992236093633
ksor-08,6,9,33.42743420999763,0.8345841878750213
twin-233,1,5,33.436645576365684,0.8344956127769829
twin-122,16,18,33.438228745230546,0.834480387093798
twin-011,4,16,33.4582018350946,0.8342882467777513
twin-013,18,19,33.46427674761563,0.8342297862567452
twin-113,3,5,33.46741896557351,0.834199544166188
twin-112,18,20,33.47734739963794,0.8341039720530525
twin-012,5,6,33.495064338759065,0.8339333647785474
twin-233,2,10,33.49954750409571,0.8338901809874484
ksor-02,15,9,33.5001487168286,0.8338843894576518
twin-013,2,10,33.51063060419064,0.8337834018536698
twin-012,3,7,33.51234711356183,0.8337668615078857
twin-233,11,20,33.520466889018046,0.8336886089185112
twin-122,10,14,33.52621463706723,0.8336332061119078
twin-233,3,8,33.53029966213021,0.8335938252682589
twin-023,3,6,33.53181365371532,0.833579228867614
twin-001,3,14,33.54447756953576,0.8334571131955133
twin-001,17,18,33.600234503660104,0.8329189757484463
twin-023,1,15,33.61852266124308,0.8327422959799704
twin-112,16,20,33.62370519345622,0.8326922127090222
ksor-01,4,9,33.624223286015486,0.832687205559961
twin-013,13,20,33.629730375778394,0.8326339776201832
twin-223,2,6,33.640773832276466,0.8325272155899133
twin-113,3,20,33.64545841390184,0.8324819183025376
twin-113,3,13,33.656620285199374,0.8323739668161267
twin-111,10,20,33.66571451771862,0.8322859890415382
twin-012,13,20,33.69054516089326,0.8320456701606536
twin-113,14,16,33.71035851975475,0.8318537980579508
nwor-05,20,9,33.73844479570603,0.8315816407751488
twin-113,3,14,33.73912814489417,0.8315750166003384
ksor-04,2,9,33.741571221749055,0.831551333204618
ksor-04,14,9,33.74637880921566,0.8315047236262116
ksor-24,17,9,33.75172589096576,0.8314528767721574
ksor-06,10,9,33.77528092844629,0.8312243940957709
ksor-08,13,9,33.783436243726705,0.8311452552061522
twin-113,1,3,33.830608450428585,0.8306871674474734
twin-133,3,12,33.87747242503754,0.8302315153538642
nwor-05,6,9,33.88796651407963,0.8301294066193319
twin-012,2,13,33.89418649535239,0.8300688723170997
nwor-04,18,9,33.93753982099543,0.8296466760110872
twin-111,4,12,33.94619516045016,0.8295623291088394
twin-012,17,20,33.94693054186107,0.8295551618918089
twin-012,11,17,33.94763877336205,0.8295482591556276
twin-112,12,16,34.02561339151937,0.8287875092393424
nwor-10,17,9,34.04428710686937,0.8286050935239819
nwor-05,13,9,34.06712924686903,0.8283818385331145
twin-113,6,18,34.09401818598075,0.8281188621379867
ksor-01,12,9,34.11518738414088,0.8279116970349436
twin-122,2,6,34.13123646149827,0.8277545629171097
twin-111,8,17,34.18327608843654,0.8272446040504531
