Phases:
0,Not indexed,0
2,Iron,60696
1,Iron,310619
Map Size:
X,256
Y,192
Data:
K,Cluster Size,Phase,Euler1,Euler2,Euler3,Index Quality,Pattern Quality,IPF x-coordinate,IPF y-coordinate,Kernel Average Misorientation,GND Density,Channelling Fraction
nwor-09,1,9,43.99905687049277,0.7193512348147755
nwor-09,2,9,44.004687490614074,0.7192829664401217
twin-113,5,11,44.029940849987725,0.7189766970050782
twin-111,3,19,44.08604396804636,0.7182957859980328
ksor-13,1,9,44.1024862150625,0.7180960995945245
ksor-15,2,9,44.14875804948695,0.7175338240206395
twin-133,2,5,44.16537237623465,0.7173318196132674
twin-223,4,11,44.17118807210969,0.7172610955316601
ksor-01,20,9,44.240509134855465,0.7164175203854519
ksor-10,3,9,44.26599156793272,0.7161071583630143
twin-133,3,4,44.316346716299385,0.7154934438888427
twin-001,8,16,44.317930613650404,0.7154741308231174
twin-233,1,10,44.319398746297345,0.7154562288323865
twin-011,11,12,44.32650136053301,0.7153696149470081
twin-133,6,17,44.34270707334965,0.7151719508184571
twin-011,6,10,44.37039422917734,0.7148341130022808
twin-023,3,7,44.380372058848586,0.7147123229131465
twin-012,12,13,44.39334212583095,0.7145539769662632
twin-113,2,16,44.40898821565672,0.7143629118850114
twin-112,10,12,44.43307295910371,0.7140686925350462
twin-122,5,12,44.465571223107126,0.7136714935930268
ksor-05,17,9,44.48929794608099,0.71338135680335
twin-111,13,15,44.529826576510715,0.7128854788141501
twin-122,6,17,44.5588723786336,0.7125298766829575
twin-223,5,18,44.58085657241933,0.7122606067017823
ksor-10,10,9,44.60030997756237,0.7120222472419322
twin-013,15,19,44.60561675667402,0.711957209876013
ksor-04,11,9,44.620700229913204,0.7117723206387465
twin-111,2,13,44.6390058255508,0.7115478692156674
twin-233,5,19,44.674082414326165,0.7111175797682106
ksor-06,19,9,44.71783930527386,0.7105804342377893
twin-133,13,17,44.73159037826336,0.7104115448844146
twin-012,15,19,44.7393799933573,0.7103158554262428
twin-013,8,11,44.75889664732515,0.7100760506209842
twin-223,7,17,44.762102637579964,0.7100366501351769
twin-011,10,13,44.76778889759297,0.7099667625435575
twin-233,11,14,44.77424508233586,0.70988740363204
twin-023,4,10,44.80275607385833,0.7095368410039544
ksor-09,20,9,44.851249840001685,0.7089401726444138
twin-012,10,13,44.86399560932558,0.7087832641208739
twin-112,8,15,44.894646513667794,0.7084057884223613
twin-013,5,7,44.903184124416796,0.708300608908853
twin-001,3,16,44.92749456692526,0.7080010290824075
twin-113,7,19,44.929195709905834,0.7079800609682225
twin-123,2,3,44.96059366599145,0.7075929409326382
nwor-06,15,9,44.9675857888677,0.7075067028572832
twin-011,8,12,44.98202775281656,0.7073285480360296
twin-122,7,11,45.08176032320401,0.7060970295219833
twin-233,3,13,45.085646064456085,0.7060490042557754
twin-112,14,17,45.09230313282087,0.7059667196190698
ksor-07,19,9,45.103237232639906,0.7058315480903725
nwor-01,15,9,45.13317897778617,0.705461265212727
twin-001,7,17,45.14837800791804,0.7052732284743897
ksor-12,19,9,45.16578997236586,0.7050577531429614
twin-111,8,12,45.207047175216196,0.7045469299803393
ksor-02,19,9,45.21008753969682,0.704509271465181
twin-133,4,17,45.24863947482462,0.7040315880664942
nwor-04,12,9,45.25016760042967,0.7040126470333783
twin-113,3,10,45.295227576535794,0.7034539060590994
twin-112,3,4,45.30422480790047,0.7033422888139098
twin-133,3,16,45.32140159877451,0.7031291499821848
nwor-04,3,9,45.340904552722854,0.7028870702625543
ksor-02,18,9,45.347793289276254,0.7028015446012399
nwor-06,10,9,45.405519530567325,0.7020844574332077
nwor-08,12,9,45.406329302022684,0.7020743932162412
twin-111,7,13,45.434751695310695,0.7017210576390147
twin-013,12,14,45.43756213573972,0.7016861100092397
nwor-12,3,9,45.438092704591284,0.7016795122333044
twin-013,2,12,45.48165976942712,0.7011375380083402
twin-001,7,15,45.514399439995046,0.7007299897483903
twin-011,17,19,45.522200969493134,0.7006328413946545
twin-012,12,15,45.565302942005026,0.7000958810619631
twin-112,5,16,45.56979340057503,0.7000399165566207
ksor-04,8,9,45.587210732872,0.6998228039725225
twin-001,5,15,45.59833529750925,0.6996840988927597
twin-011,3,16,45.60160502667728,0.6996433257155987
twin-122,3,18,45.6081632769869,0.6995615381591167
twin-113,1,7,45.71562984933036,0.6982200239567988
twin-001,11,18,45.76597972993153,0.6975906568808727
twin-112,3,14,45.77690957190448,0.697453964072309
twin-111,6,15,45.78239245063109,0.6973853835219339
twin-012,13,16,45.794864057782576,0.6972293632765614
twin-233,1,19,45.854222764328,0.6964863311053608
ksor-11,8,9,45.86095140663186,0.6964020570546652
twin-012,1,4,45.88003444520414,0.6961629959777893
ksor-11,11,9,45.93127470668058,0.6955207061376896
twin-011,1,4,45.96013366619529,0.6951587180235759
ksor-14,18,9,45.993960970820396,0.6947341856934075
nwor-03,18,9,46.02744848687378,0.6943136791791682
twin-122,13,17,46.07031582343117,0.6937750430875569
twin-023,6,10,46.11570011662444,0.6932043577466949
twin-013,5,13,46.11664979979889,0.6931924112971009
twin-223,4,17,46.167151784668654,0.6925568521030037
twin-011,4,5,46.203555399450416,0.6920983848424815
twin-001,3,8,46.22505124908448,0.6918275348236982
twin-233,17,19,46.233103227491064,0.6917260539573782
twin-013,2,16,46.23806625136533,0.6916634970633666
twin-111,1,5,46.26027844230169,0.6913834578631788
ksor-15,14,9,46.297159795873036,0.6909182483698124
ksor-13,19,9,46.299134169222796,0.6908933361867242
twin-011,3,14,46.30573051869093,0.6908100990364412
twin-023,4,19,46.326012116879085,0.6905541149113295
twin-133,2,7,46.33947670357093,0.6903841238821637
twin-223,5,12,46.39339900144902,0.689702970389636
twin-013,15,18,46.411020563980216,0.6894802400511508
twin-012,4,12,46.44379939955454,0.6890657536508371
ksor-03,13,9,46.45125110340758,0.6889714958370796
twin-223,11,14,46.49056497062069,0.6884740154462894
twin-013,14,18,46.50745169122516,0.6882602301865888
twin-223,3,15,46.51706616583827,0.6881384845819236
twin-011,1,15,46.522351288773095,0.6880715521839458
twin-122,2,5,46.62994827715621,0.6867076392572349
twin-122,2,11,46.63136155225026,0.6866897082807324
ksor-06,14,9,46.63424905790897,0.6866530716542643
twin-012,4,19,46.714754384425355,0.6856309195443924
ksor-07,10,9,46.76275794867533,0.685020788281411
twin-011,11,16,46.772424900624216,0.6848978619414874
twin-133,7,17,46.77629056911746,0.6848487000922745
ksor-12,10,9,46.79905203209035,0.6845591667384632
twin-012,16,20,46.818271906216026,0.6843145994385007
twin-112,15,17,46.92929957274383,0.6829002983437471
twin-223,10,19,46.94463649376947,0.6827047307067755
twin-011,4,19,46.961253284148874,0.6824927876978715
nwor-05,15,9,47.10351677269713,0.6806759047337103
twin-122,3,16,47.1244975155378,0.6804075990172405
nwor-09,19,9,47.12453595648747,0.680407107343344
nwor-05,8,9,47.13134406171787,0.6803200243410839
nwor-09,14,9,47.13709908986081,0.6802464038377585
twin-113,16,20,47.22207045597467,0.6791586195581498
twin-233,3,6,47.222503586784846,0.6791530708866487
twin-133,15,17,47.22415460074041,0.6791319200286785
twin-011,3,20,47.233550230804845,0.6790115434803845
twin-111,7,16,47.290847997256364,0.6782770510212384
ksor-16,18,9,47.3387576428013,0.6776623828902195
nwor-05,10,9,47.34815565024889,0.6775417533282655
twin-001,16,18,47.40202170666811,0.6768499957532574
twin-001,7,8,47.42082809757531,0.6766083397769387
twin-011,10,16,47.51496006121354,0.6753976797624364
twin-012,19,20,47.54769384574103,0.6749762531738215
twin-233,6,17,47.60168709288705,0.6742806432334127
twin-001,6,15,47.630575671673256,0.67390821774577
twin-133,2,8,47.705298277309105,0.6729441151819264
twin-233,1,12,47.71878562150517,0.6727699737921498
twin-223,3,7,47.728912922288416,0.6726391909834022
twin-233,11,18,47.73810052885348,0.6725205250983046
twin-133,8,16,47.74979496534726,0.6723694563229692
twin-223,16,19,47.7714762689146,0.6720893030600819
nwor-05,11,9,47.778882758617186,0.6719935786291322
twin-122,8,16,47.78721776642631,0.6718858402304728
twin-001,17,20,47.91063136447962,0.6702889320839729
twin-001,2,13,47.9427756690281,0.6698724906188291
twin-011,1,12,48.045437892889524,0.6685410518141852
twin-013,3,5,48.076244103953215,0.6681411034724603
twin-011,4,17,48.119796052639835,0.6675753512885434
nwor-04,19,9,48.14507497804107,0.667246793930472
twin-111,3,12,48.18232167529504,0.6667624513905586
nwor-02,19,9,48.26178414120211,0.6657282087583709
ksor-07,16,9,48.26689770346496,0.6656616093854941
twin-001,17,19,48.26748756331269,0.6656539266707573
twin-013,14,16,48.26769918860055,0.6656511703094496
twin-111,4,6,48.28001592618209,0.6654907325387196
twin-013,7,19,48.31449817329424,0.6650414033917471
twin-011,12,18,48.33646208494138,0.6647550718119792
twin-113,1,13,48.33949450544681,0.6647155321183456
twin-223,8,14,48.34341582361204,0.6646643993384385
ksor-16,19,9,48.479250947602225,0.6628912310464381
ksor-14,14,9,48.50557683804483,0.6625471460818071
twin-122,2,7,48.51926152365497,0.6623682290850965
twin-012,4,16,48.519910696835545,0.66235974069401
twin-111,8,13,48.556353823811826,0.6618830851109059
twin-011,2,8,48.57294637597277,0.6616659751457508
twin-011,3,13,48.586547930783865,0.6614879603468045
ksor-18,18,9,48.68053774147835,0.6602568196493948
twin-001,1,5,48.70746944321884,0.6599037227691205
twin-122,4,17,48.79340244790313,0.6587760955809678
twin-233,5,18,48.80606894969339,0.6586097582631925
nwor-01,1,9,48.83825925069283,0.6581868883289173
twin-011,7,11,48.838709764517844,0.6581809686509656
ksor-18,19,9,48.848600560788434,0.6580509949532474
twin-111,5,15,48.86187004497206,0.6578765915452016
twin-011,12,15,48.866867469549234,0.6578109002757588
ksor-18,14,9,48.88991252541539,0.6575079077081978
twin-013,1,20,48.89373890175082,0.6574575888493999
ksor-08,8,9,48.9084236830382,0.6572644490432191
twin-011,10,20,48.96083224264383,0.6565747999000622
twin-133,12,17,48.97686130958969,0.6563637621791738
twin-012,13,19,48.98011294302445,0.656320945103035
twin-001,3,6,49.01529212508021,0.6558575751994478
twin-133,3,20,49.08439792417811,0.6549466140788434
ksor-01,10,9,49.08488456119067,0.6549401957901977
twin-223,8,18,49.088185575733135,0.6548966572377584
twin-001,11,14,49.14497353887849,0.6541473152292867
twin-111,6,7,49.148969348834,0.6540945645621248
twin-122,7,8,49.16345078668697,0.6539033612701171
twin-233,2,5,49.1890097285835,0.6535657960513621
twin-111,1,18,49.212525346930185,0.6532551027911926
ksor-01,2,9,49.2251091750882,0.6530887974242883
twin-023,15,19,49.24684426388649,0.6528014766258294
twin-001,5,10,49.25055621570318,0.652752398146115
twin-233,10,19,49.29311048933686,0.6521895607099606
twin-122,12,17,49.3361667077729,0.651619718228702
twin-233,3,15,49.339170705866636,0.6515799470362316
ksor-07,11,9,49.37465931630724,0.6511099628783918
twin-111,11,20,49.39682803705296,0.6508162504371191
twin-013,14,19,49.40509629172735,0.650706679733275
twin-122,7,17,49.51774514829244,0.6492125108933471
twin-011,2,5,49.53816729997244,0.6489413636007932
twin-013,3,10,49.570240634819356,0.6485153557855903
ksor-21,11,9,49.58855263897733,0.648272039018011
twin-233,11,15,49.59834348143365,0.6481419181616996
twin-223,12,16,49.60867643118193,0.6480045721413783
twin-013,6,16,49.61054782353501,0.647979695258035
twin-001,6,20,49.634096472325595,0.6476665981513388
twin-223,17,20,49.64684558450095,0.6474970434038869
twin-111,6,8,49.66203845822885,0.6472949463813007
twin-013,7,10,49.66688741014199,0.6472304355892329
twin-001,13,15,49.68006787734612,0.6470550583161738
ksor-14,12,9,49.72927230271818,0.6464000493442574
twin-013,4,16,49.76303376477045,0.6459503411945973
ksor-04,5,9,49.785820278945415,0.6456466943502328
ksor-10,18,9,49.82659048088641,0.6451031470273798
twin-233,7,11,49.827831597392375,0.6450865953683564
twin-223,12,19,49.88780264202749,0.6442864547352942
twin-001,2,5,49.91020588404807,0.6439873669399965
twin-012,6,10,49.938186793586254,0.6436136778852339
nwor-12,11,9,49.94262096364215,0.6435544448167589
twin-233,13,17,49.97511846764136,0.6431202150974049
twin-133,7,8,49.97562829865906,0.6431134011168793
twin-111,18,19,49.99409013116836,0.6428666211999909
twin-233,3,18,49.99960499171071,0.6427928909312022
ksor-07,12,9,50.063802972210965,0.641934165726076
twin-001,8,12,50.07747648073571,0.6417511619613165
ksor-06,6,9,50.0851126302484,0.6416489452115215
ksor-08,11,9,50.08642247950731,0.6416314105523497
twin-013,5,8,50.13371938484087,0.6409980328599818
twin-223,11,15,50.268836784112686,0.639186199986334
twin-011,3,18,50.31859962818301,0.6385180177236005
twin-111,12,18,50.325393831946606,0.6384267523080642
twin-001,10,14,50.34874265820873,0.6381130429577451
twin-011,12,17,50.348954385664626,0.6381101977524306
twin-133,3,14,50.405390085358874,0.6373515010979123
twin-122,10,12,50.42407355492601,0.637100192495297
twin-001,2,20,50.44263580538603,0.6368504473058443
twin-233,8,16,50.470915784682475,0.6364698267687567
twin-111,5,14,50.47699769455755,0.6363879500179035
twin-223,2,8,50.52364568115122,0.6357597205195895
twin-011,3,11,50.55822899562241,0.6352936993607692
nwor-02,3,9,50.633049869951414,0.6342846724579272
nwor-06,4,9,50.64331395415264,0.6341461676272566
twin-111,2,6,50.681004143559996,0.6336373969807454
nwor-08,16,9,50.772973563372304,0.6323947738887516
ksor-20,11,9,50.8077432141732,0.6319245673444533
twin-113,13,19,50.853300397926986,0.6313081236676614
twin-001,5,17,50.85879673181458,0.6312337246477724
twin-223,2,11,50.86967756191566,0.6310864233242226
nwor-06,14,9,50.903021258360965,0.6306348849243872
ksor-02,12,9,50.94228726478013,0.6301028731077523
twin-001,8,20,50.98564758850953,0.629515043907835
twin-011,7,17,50.98599204633803,0.6295103727024736
twin-233,7,8,51.004339702524994,0.6292615265794543
ksor-12,7,9,51.01109805604413,0.6291698479231231
twin-223,1,16,51.027374141595445,0.6289490230669199
twin-133,10,16,51.09003005646756,0.6280984689407139
twin-013,1,4,51.129440883678996,0.627563082030161
twin-233,5,12,51.129593674577045,0.6275610058234284
twin-001,2,10,51.14020358162533,0.627416821658833
twin-001,2,4,51.17822768649609,0.6268999134185194
twin-001,18,19,51.19670076283596,0.6266486865939636
nwor-08,19,9,51.25284805895788,0.6258847049081349
nwor-07,14,9,51.305774148680804,0.6251640030185834
twin-233,3,16,51.354470225935735,0.6245004305843647
twin-112,2,3,51.354473490429974,0.6245003860845788
twin-001,13,20,51.35731467782434,0.6244616558155895
twin-011,3,6,51.386481940229466,0.6240639671037793
ksor-10,19,9,51.392790107650335,0.6239779354613091
twin-013,12,15,51.445509421022024,0.6232586466731502
twin-233,8,14,51.454446343705285,0.6231366612690437
twin-013,6,12,51.460825837035074,0.6230495744742952
twin-111,11,16,51.54087079843541,0.6219562204278828
twin-001,3,13,51.62914473405601,0.6207490573550429
twin-113,1,6,51.66551254550435,0.6202512917952281
twin-133,12,19,51.69045070481836,0.6199098192290218
twin-122,3,4,51.69646847471947,0.6198274016778735
ksor-15,7,9,51.72736757768452,0.6194041092685223
ksor-09,1,9,51.72919453003064,0.6193790758756168
ksor-13,5,9,51.755189247156984,0.619022821049374
twin-011,2,7,51.785408328086035,0.6186085116121209
twin-001,4,10,51.787990382733064,0.618573103162626
ksor-13,14,9,51.83927769457576,0.6178695254711641
twin-011,5,16,51.86919246255556,0.6174589153471113
twin-001,7,18,51.886453150257054,0.617221918551188
twin-013,4,19,51.89052638095691,0.6171659831411869
twin-233,8,15,51.89281480851082,0.6171345560708654
twin-122,2,8,51.89880514751288,0.6170522858360667
twin-001,6,14,51.92051230800831,0.6167541071123845
ksor-15,19,9,51.92524278192725,0.6166891155754315
twin-001,8,19,51.9661803100371,0.6161265031681724
nwor-07,18,9,52.075920632962564,0.6146167696615588
twin-011,13,17,52.16387061175369,0.6134051851704327
twin-233,12,17,52.21385626194967,0.6127159467035144
nwor-06,1,9,52.23588562646302,0.612412041736758
twin-011,12,19,52.2763919211553,0.6118530029859415
twin-233,8,18,52.30275779205993,0.6114889558699974
twin-113,6,19,52.52033143641953,0.608479868852174
twin-013,5,11,52.5530474621998,0.6080266397262823
ksor-07,8,9,52.76274364793017,0.6051169274093775
nwor-07,7,9,52.8639920500813,0.6037091160200667
nwor-08,5,9,52.9044290168462,0.6031463319663959
ksor-11,17,9,52.93147794939385,0.6027697090208117
ksor-21,7,9,52.93668450009687,0.6026971988183873
twin-233,2,7,52.98366640871597,0.6020426696702605
ksor-24,11,9,53.06118759134887,0.6009617973686292
ksor-01,17,9,53.1785844408234,0.5993228476461911
nwor-05,17,9,53.186510096746304,0.5992121086892315
ksor-08,1,9,53.22479569216714,0.5986770127440673
twin-013,10,13,53.319470949776324,0.5973526433053955
twin-113,6,12,53.32669498483396,0.5972515225203994
twin-011,10,14,53.35215107785105,0.596895116897276
ksor-12,20,9,53.41284529710875,0.5960448741434785
twin-001,7,11,53.46345385783902,0.5953354062219773
twin-233,2,11,53.57785832069039,0.5937298896346277
twin-011,17,18,53.73475514668096,0.5915242004721994
ksor-06,20,9,53.77264745395257,0.5909908366919714
ksor-23,3,9,53.77582903476982,0.5909460416942496
twin-001,4,5,53.80979529583627,0.5904677009227277
nwor-03,4,9,53.86520848719429,0.589686881526791
ksor-09,10,9,53.87163459859223,0.5895962964003534
ksor-12,11,9,53.887273597888466,0.58937581160651
twin-011,6,17,53.91280088056535,0.5890158235594567
ksor-08,17,9,53.91931705921799,0.5889239130844297
ksor-10,8,9,53.986274862285626,0.5879790345112865
twin-111,10,18,54.052832821659635,0.5870390025232564
nwor-10,7,9,54.06259230165597,0.5869010977869686
twin-001,10,17,54.166418635686775,0.58543294335125
twin-011,4,10,54.23496394718431,0.5844626257634269
twin-223,16,17,54.28473590739297,0.5837575367405796
twin-013,1,6,54.30303355019288,0.5834982144194938
twin-122,3,20,54.30960340968996,0.5834050889316371
twin-233,4,17,54.33765968177001,0.5830073146625794
twin-233,7,17,54.388526459656184,0.5822857827704147
ksor-07,13,9,54.39126268087733,0.5822469571778246
ksor-04,17,9,54.408671760226106,0.5819999000658422
ksor-23,17,9,54.41285955396166,0.5819404618961048
ksor-18,7,9,54.45356365376624,0.5813625787905352
twin-122,15,17,54.48061372837014,0.5809783819268037
ksor-18,5,9,54.50563724180307,0.5806228533525364
twin-133,5,16,54.52265493426596,0.580381006447843
twin-001,2,16,54.5417065396888,0.5801101938493891
twin-001,13,14,54.54322488577173,0.5800886082758665
twin-111,7,14,54.598469123783744,0.579302951397243
nwor-10,11,9,54.840333632430415,0.5758569404114877
twin-133,1,16,54.849867635250256,0.5757208922526318
ksor-18,20,9,54.897422679871084,0.575042054062918
twin-133,17,18,54.89885362657812,0.5750216214600967
nwor-08,18,9,54.97032155687386,0.574000669124777
twin-133,17,20,54.99189104028214,0.5736923635944327
twin-001,4,14,55.04741087841767,0.5728984114604367
ksor-19,19,9,55.1043100045884,0.57208417691003
twin-122,12,19,55.14400343965357,0.5715158241097815
ksor-15,20,9,55.144317425017974,0.5715113271979302
twin-013,13,16,55.167103123883855,0.5711849436343437
nwor-03,7,9,55.19831341120141,0.5707377392185737
twin-223,8,15,55.217091670212,0.5704685886250092
ksor-10,11,9,55.26043789828557,0.5698470690390516
nwor-09,20,9,55.303400240763494,0.569230731964161
ksor-07,6,9,55.32537822530165,0.5689153123877821
twin-013,6,19,55.345069880867655,0.568632634222829
twin-013,1,13,55.35163776861363,0.5685383357713729
twin-001,1,18,55.42603360169487,0.5674696762770257
ksor-03,20,9,55.45954967047637,0.5669879217507603
nwor-01,19,9,55.46829239755589,0.5668622233004608
twin-111,8,20,55.46833040780377,0.5668616767797745
nwor-01,18,9,55.48517443466269,0.5666194646739386
twin-223,3,20,55.572067202357374,0.5653691950150521
twin-011,14,17,55.58594036820897,0.5651694584289861
ksor-24,7,9,55.63059500998108,0.5645263257741655
twin-001,11,16,55.64556017774591,0.5643107151624864
nwor-12,19,9,55.662002238177685,0.5640737818402495
ksor-06,13,9,55.70175300907518,0.5635007735519917
twin-223,10,12,55.76117526855238,0.5626436946022091
twin-011,2,3,55.817528197625336,0.5618303271267964
nwor-02,11,9,55.88409059942836,0.5608689016378676
twin-133,12,16,55.91615526262447,0.5604054902978919
ksor-14,20,9,55.92062003324658,0.5603409497224661
twin-001,3,12,55.94055832117651,0.5600526899080909
ksor-24,19,9,56.19394141148481,0.5563834826137306
twin-001,11,17,56.26289153156223,0.555383138568815
ksor-01,13,9,56.3084820088224,0.5547212597280011
twin-111,2,5,56.314831916551334,0.554629044408675
ksor-10,16,9,56.32635263151965,0.5544617196400554
ksor-03,16,9,56.335599431207996,0.5543274045859563
ksor-15,15,9,56.35499131987462,0.5540456794279267
ksor-19,10,9,56.39235961617149,0.5535026142485384
twin-111,3,17,56.40199243899397,0.5533625843886218
twin-011,15,19,56.411258567736986,0.5532278703064135
twin-013,12,20,56.41170843597734,0.5532213296029793
twin-122,3,14,56.42097349327507,0.5530866159284238
twin-111,17,19,56.43333809156674,0.5529068124856353
nwor-03,14,9,56.43874089682473,0.552828237919504
twin-013,12,13,56.459166965530756,0.552531131252612
nwor-07,20,9,56.49766600276105,0.5519709539740416
nwor-04,8,9,56.56517146609042,0.5509881194831303
twin-013,1,7,56.56537859390346,0.5509851026627224
twin-122,17,20,56.58450096714292,0.5507065539308744
twin-223,17,18,56.626666327062196,0.5500921295880445
twin-001,11,20,56.65320818506385,0.5497052146652375
ksor-22,19,9,56.66681494443967,0.5495068158805272
twin-001,5,14,56.66710628594539,0.549502567520519
twin-122,1,16,56.74563163555849,0.5483569883417314
twin-122,10,16,56.84132665500153,0.5469595345581815
twin-001,14,20,56.88199887359939,0.5463651276233126
twin-111,4,11,56.93955651420225,0.5455234771044426
twin-011,8,16,56.96918408399823,0.545090026123324
twin-223,3,4,57.01072483976615,0.5444820399594144
ksor-10,12,9,57.04673593071869,0.5439547537818679
ksor-24,5,9,57.05715823154508,0.5438021069393
twin-133,14,17,57.0717616604299,0.5435881922946846
twin-111,3,13,57.087470177605766,0.5433580506209004
nwor-10,5,9,57.17802229592195,0.5420305977325224
twin-013,6,10,57.18041179533603,0.541995550408475
ksor-24,16,9,57.19523656685179,0.5417780910939975
ksor-24,8,9,57.20207366561656,0.5416777878955008
twin-001,15,20,57.26068027533397,0.540817687277551
twin-111,7,11,57.31736817174505,0.5399852069976178
nwor-10,8,9,57.32059704518214,0.5399377740172278
ksor-05,5,9,57.33211428046735,0.5397685689060875
twin-223,10,16,57.3801430597413,0.5390627205188528
twin-001,6,17,57.38501040501012,0.5389911670975825
ksor-04,10,9,57.39648139478024,0.5388225200424193
nwor-02,8,9,57.416082722856565,0.538534290373895
twin-223,2,17,57.42059217650135,0.5384679717471565
twin-111,7,20,57.462361204326335,0.5378535338493822
twin-001,6,13,57.50392798783329,0.5372417872698145
ksor-06,2,9,57.545905313607015,0.5366237116970574
ksor-13,15,9,57.59174130507824,0.5359484920369002
ksor-21,10,9,57.61983354492319,0.5355344897685156
nwor-09,15,9,57.66054592004575,0.5349342729956631
ksor-12,1,9,57.677904760778965,0.5346782719198943
nwor-12,10,9,57.69795507820579,0.5343825169669004
ksor-21,5,9,57.73994947711245,0.5337628608107078
twin-013,4,12,57.78375945009408,0.5331161090175135
twin-011,18,19,57.80477490424741,0.5328057543430135
twin-233,2,8,57.813341485174696,0.5326792231413136
ksor-21,8,9,57.8789171722595,0.5317102545501198
ksor-16,14,9,57.882156923993016,0.5316623648143777
ksor-12,8,9,57.88510523355033,0.5316187816748306
twin-122,12,16,57.88603833834644,0.5316049878379308
twin-111,6,17,57.91942586125313,0.531111336326793
ksor-17,5,9,57.95344039722167,0.5306082286505978
twin-111,4,7,57.95778697736952,0.5305439250739973
ksor-14,19,9,57.98268078071986,0.5301755857933556
ksor-17,7,9,58.004227186215616,0.5298566952292807
ksor-20,5,9,58.01797484243729,0.5296531883561806
ksor-10,17,9,58.099795918930134,0.5284413586598815
nwor-11,19,9,58.134617949461116,0.5279252919840537
ksor-20,8,9,58.16350026500457,0.5274971046453764
ksor-01,8,9,58.231812708227565,0.5264838228475697
nwor-04,11,9,58.23639745024042,0.5264157903298897
nwor-05,19,9,58.30595403916576,0.525383233997494
twin-001,11,12,58.32022889344349,0.5251712302816143
twin-223,3,14,58.353520143872856,0.5246766769610274
twin-111,3,6,58.43559631058609,0.5234566500847607
nwor-12,16,9,58.505055259100835,0.5224233334597084
nwor-11,16,9,58.515703808394626,0.5222648507814726
twin-111,4,8,58.56119685242763,0.5215875733478298
twin-233,10,12,58.564320153879386,0.5215410631476106
nwor-06,11,9,58.58620247863399,0.5212151621569876
ksor-19,16,9,58.60025492511553,0.5210058341466987
twin-001,11,19,58.61210014450787,0.5208293610824818
twin-013,19,20,58.683183665434065,0.5197698735133787
nwor-12,5,9,58.75958518483082,0.518630230100491
ksor-09,6,9,58.78632852655133,0.5182310949935944
twin-013,16,20,58.7869642592607,0.5182216055290279
ksor-18,4,9,58.82876915240822,0.5175974516376313
ksor-22,16,9,58.840639122899276,0.5174201807955208
twin-111,5,19,58.84290984150763,0.5173862664534729
nwor-12,8,9,58.90449191003484,0.5164661971216924
ksor-23,7,9,58.92202762009467,0.5162040949702466
twin-113,12,13,58.92678539815286,0.5161329732355648
ksor-15,4,9,58.93026220286123,0.5160809979043879
twin-223,14,17,58.94657110209638,0.5158371680994543
twin-223,5,16,58.94748553664326,0.5158234954059466
nwor-07,12,9,58.9967509568371,0.5150866810401077
nwor-09,4,9,59.02918390894816,0.5146014054100859
twin-223,15,17,59.058337819888365,0.5141650514568249
twin-111,1,12,59.06729971876101,0.5140308896956336
ksor-14,7,9,59.15218366987419,0.5127595335149895
ksor-14,3,9,59.15254281842398,0.5127541519458763
ksor-16,5,9,59.208844758679234,0.5119102609929203
twin-011,1,16,59.240949047757155,0.5114288391971932
ksor-08,10,9,59.254051554194966,0.511232313627136
ksor-10,5,9,59.271670734007586,0.510967999956387
twin-011,7,8,59.283380188061855,0.5107923141555747
twin-111,7,8,59.2926401600423,0.5106533646811546
twin-122,17,18,59.34486694644359,0.5098694318194539
ksor-14,15,9,59.36878689599666,0.5095102478604572
ksor-22,10,9,59.40593220366859,0.5089522948173625
ksor-19,12,9,59.4410307716241,0.5084248889239479
ksor-17,3,9,59.47117385045593,0.5079717940064178
ksor-19,11,9,59.50596364023929,0.5074486774046618
twin-111,1,19,59.52132698989206,0.5072176068654937
ksor-19,13,9,59.551414688026,0.5067649709740227
ksor-14,4,9,59.553053526814196,0.5067403124563005
nwor-04,1,9,59.5570961419306,0.506679484141588
ksor-07,5,9,59.574567852382586,0.5064165622643256
ksor-18,6,9,59.586123646228266,0.5062426397919546
twin-122,5,16,59.62679676186505,0.5056303182876614
twin-001,3,11,59.68029509227706,0.5048245291004515
nwor-07,3,9,59.69066022134768,0.5046683591239585
nwor-04,17,9,59.756564274483544,0.5036750056582097
nwor-05,5,9,59.800365043229924,0.5030144401469848
twin-011,2,10,59.813789105205295,0.5028119311218096
twin-001,12,18,59.82744208817787,0.5026059403919723
ksor-19,17,9,59.84116929319907,0.5023988010576066
ksor-21,19,9,59.87864962752449,0.5018330874237615
ksor-09,13,9,59.903775647956955,0.5014537247650316
ksor-13,17,9,59.93598953548964,0.5009672056004612
twin-111,1,10,59.94488268526072,0.500832866441081
twin-233,3,4,59.97205758285718,0.5004222900106364
twin-011,17,20,59.973461701026814,0.5004010725999478
twin-011,12,16,59.97950118198109,0.5003098075189653
ksor-14,17,9,59.99233611476216,0.5001158351114845
twin-001,3,5,60.000981694208825,0.49998516162384365
ksor-20,7,9,60.01267055612072,0.49980847238687764
twin-111,8,16,60.01575443927535,0.4997618528351313
nwor-12,12,9,60.02715397206142,0.4995895117200051
twin-233,12,19,60.027566891063984,0.4995832687314514
twin-001,13,17,60.0358153919857,0.4994585528887333
